volume,image_number,head,entry,topic,xref,see,index,item,selection,full_image
Volume 1,437,,Borrowing,Borrowing,Credit|Lending,,borrowing,#item-b724256b1,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0436/403,4615,3012,331/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0436/full/full/0/default.jpg
Volume 1,437,,Bothways,Bothways,777 [PAGE_MISSING],,bothways,#item-645a795ec,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0436/415,4846,2998,240/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0436/full/full/0/default.jpg
Volume 1,438,,[WORD_MISSING],Bounty,goodness,,bounty,#item-ea495da66,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0437/834,206,3044,436/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0437/full/full/0/default.jpg
Volume 1,438,,Bread,Bread,2115 [Bread],,bread,#item-64507337a,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0437/881,648,2925,534/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0437/full/full/0/default.jpg
Volume 1,438,,Breast,Breast,heart,,breast,#item-c36f426c7,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0437/881,1065,2914,416/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0437/full/full/0/default.jpg
Volume 1,438,,Brevity,Brevity,374 [Brevity],,brevity,#item-e1f315cb4,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0437/839,1346,2976,452/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0437/full/full/0/default.jpg
Volume 1,438,,Bribe,Bribe,587 [Corrupted],,bribe,#item-fd76c8de4,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0437/848,1654,2995,533/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0437/full/full/0/default.jpg
Volume 1,438,,Bride & Bridegroom,Bride & Bridegroom,7 [Husband & Wife]|Wedding|1893 [Be[tro]thing or Espousing],,bride & bridegrom,#item-98fd4aab7,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0437/846,2027,2974,554/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0437/full/full/0/default.jpg
Volume 1,438,,Bridge,Bridge,,,bridge,#item-26a4c2ad0,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0437/814,2442,2990,211/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0437/full/full/0/default.jpg
Volume 1,438,,To Bring,To Bring,,,to bring,#item-d853710b9,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0437/849,2621,2949,240/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0437/full/full/0/default.jpg
Volume 1,438,,Brother,Brother,Love of Brethren,,brother,#item-f8fd97935,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0437/854,2742,2922,715/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0437/full/full/0/default.jpg
Volume 1,438,,Buffoon,Buffoon,fool|jester|1664 [Buffoon],,buffoon,#item-0cf4c56c5,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0437/829,3368,2911,391/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0437/full/full/0/default.jpg
Volume 1,438,,Bugs,Bugs,Lowse|Flea,,bugs,#item-fe1ae6c9a,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0437/821,3600,2931,304/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0437/full/full/0/default.jpg
Volume 1,438,,Buffoonry,Buffoonry,Jesting|1436 [Buffoons],,buffoonry,#item-8a3aacc79,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0437/851,3858,2906,581/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0437/full/full/0/default.jpg
Volume 1,438,,Building,Building,foundation|house|1662 [Architecture],,building,#item-b623cd115,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0437/827,4265,2941,492/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0437/full/full/0/default.jpg
Volume 1,438,,Businesses,Businesses,18 [Busie]|1179 [Business],,business,#item-b88057c8f,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0437/815,4633,2916,424/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0437/full/full/0/default.jpg
Volume 1,439,,Burial,Burial,funeral|grave|894 [Burial],,burial,#item-1fd7dd617,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0438/322,230,3106,447/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0438/full/full/0/default.jpg
Volume 1,439,,Butter,Butter,1895 [Butter],,butter,#item-1343f1767,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0438/349,602,3080,275/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0438/full/full/0/default.jpg
Volume 1,439,,to Buy,to Buy,1632 [To Buy],,to buy,#item-c6088d5d1,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0438/340,851,3119,165/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0438/full/full/0/default.jpg
Volume 1,439,,Cabal,Cabal,,,Cabal,#item-a90615ae8,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0438/347,898,3072,426/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0438/full/full/0/default.jpg
Volume 1,439,,Calling,Calling,office|Simony|Ordination|904 [Calling],,calling,#item-01e9433b9,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0438/321,1235,3146,513/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0438/full/full/0/default.jpg
Volume 1,439,,Calumny,Calumny,Slander|653 [Slander]|680 [Scheltwort],,calumny,#item-d4633b6e6,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0438/296,1689,3225,706/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0438/full/full/0/default.jpg
Volume 1,439,,Canary bird,Canary bird,,,canary bird,#item-867b26baf,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0438/382,2305,3108,226/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0438/full/full/0/default.jpg
Volume 1,439,,Canker,Canker,,,canker,#item-6d171cca3,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0438/349,2435,2962,190/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0438/full/full/0/default.jpg
Volume 1,439,,Capital offence,Capital offence,Crime|638 [Capital Offences],,capital offence,#item-a11cafdec,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0438/378,2569,3024,601/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0438/full/full/0/default.jpg
Volume 1,439,,Captain,Captain,Leader,,captain,#item-1c5099e20,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0438/358,3102,3045,632/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0438/full/full/0/default.jpg
Volume 1,439,,Cardinal,Cardinal,Hat,,cardinal,#item-a5082a0f6,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0438/320,3658,3159,507/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0438/full/full/0/default.jpg
Volume 1,439,,Cards,Cards,Play,,cards,#item-ab0e05e0e,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0438/300,4065,3178,347/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0438/full/full/0/default.jpg
Volume 1,439,,Care,Care,654 [Care],,care,#item-51c02b046,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0438/273,4365,3151,734/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0438/full/full/0/default.jpg
Volume 1,440,,Carriage,Carriage,1162 [Carriage],,carriage,#item-6ac61a69c,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0439/800,214,3143,367/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0439/full/full/0/default.jpg
Volume 1,440,,Casualty,Casualty,adventure|1432 [Casualty],,casualty,#item-c36313c0b,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0439/761,456,3127,499/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0439/full/full/0/default.jpg
Volume 1,440,,Cat,Cat,1761 [Cat]|1529 [wild Cats],,cat,#item-e3c49318a,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0439/832,837,3033,347/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0439/full/full/0/default.jpg
Volume 1,440,,Catechism,Catechism,Information,,catechism,#item-317d9da14,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0439/839,1046,3018,593/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0439/full/full/0/default.jpg
Volume 1,440,,Catholick,Catholick,1814 [Catholick],,catholick,#item-b54ce8843,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0439/820,1487,3006,570/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0439/full/full/0/default.jpg
Volume 1,440,,Catmint,Catmint,,,catmint,#item-be789f076,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0439/804,1995,2991,249/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0439/full/full/0/default.jpg
Volume 1,440,,Cattel,Cattel,Beast,,cattle,#item-95d014f13,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0439/828,2177,2974,600/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0439/full/full/0/default.jpg
Volume 1,440,,Cause,Cause,Motive|750 [PAGE_MISSING],,cause,#item-f217cbcac,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0439/875,2661,2945,810/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0439/full/full/0/default.jpg
Volume 1,440,,Cause of Sin,Cause of Sin,,,cause of Sin,#item-bc4d70036,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0439/824,3330,2960,429/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0439/full/full/0/default.jpg
Volume 1,440,,Caution,Caution,Considerateness|Providence|Admonishing|1511 [Warning],,caution,#item-d220c7710,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0439/861,3712,2949,487/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0439/full/full/0/default.jpg
Volume 1,440,,Celibate,Celibate,Virginity|1304 [Celibate],,celibate,#item-9ad056c61,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0439/835,4081,2989,956/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0439/full/full/0/default.jpg
Volume 1,441,,Ceremony,Ceremony,[WORD_ILLEGIBLE]|1125 [Ceremonies],,ceremony,#item-56a80e6d3,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0440/312,218,3280,452/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0440/full/full/0/default.jpg
Volume 1,441,,Certainty,Certainty,908 [Certainty],,certainty,#item-2f6fb588a,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0440/351,587,3014,460/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0440/full/full/0/default.jpg
Volume 1,441,,Change,Change,Mutation|4 [After Sowre comes the Sweet]|10 [After high floods (: come :) low ebbs]|1268 [Change],,change,#item-d276aa007,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0440/335,960,3163,538/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0440/full/full/0/default.jpg
Volume 1,441,,Chastity,Chastity,Purity|794 [PAGE_MISSING],,chastity,#item-c08ad89c9,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0440/316,1405,3221,484/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0440/full/full/0/default.jpg
Volume 1,441,,Cheese,Cheese,1649 [Cheese],,cheese,#item-275c57541,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0440/308,1807,3213,402/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0440/full/full/0/default.jpg
Volume 1,441,,Cherry,Cherry,,,cherry,#item-870e4e3c6,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0440/367,2068,3069,148/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0440/full/full/0/default.jpg
Volume 1,441,,Child,Child,14 [Degenerating]|1061 [Whelp]|Sonship|9 [Education]|308 [Children],,child,#item-7c39126da,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0440/335,2138,3108,691/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0440/full/full/0/default.jpg
Volume 1,441,,Childhood,Childhood,Youth|1865 [PAGE_MISSING],,childhood,#item-f2856bbe4,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0440/312,2780,3143,558/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0440/full/full/0/default.jpg
Volume 1,441,,Chiliasm,Chiliasm,Coming of Xst|398 [Fifth-monarchy men]|Restoration,,chiliasm,#item-bedd177d3,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0440/318,3229,3107,600/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0440/full/full/0/default.jpg
Volume 1,441,,Chimney,Chimney,,,chimney,#item-557a96571,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0440/382,3750,3010,246/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0440/full/full/0/default.jpg
Volume 1,441,,Choice,Choice,1103 [Choice],,choice,#item-4c6d1a50d,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0440/370,4002,3053,464/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0440/full/full/0/default.jpg
Volume 1,441,,Christ,Christ,Jesus|266 [Christ],,Christ,#item-594547e43,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0440/355,4377,3104,722/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0440/full/full/0/default.jpg
Volume 1,442,,Christendom,Christendom,2037 [Nominal Christians],,christendom,#item-0b0ff0fcd,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0441/804,212,3096,640/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0441/full/full/0/default.jpg
Volume 1,442,,Christianity,Christianity,Spiritual|216 [Christians],,christianity,#item-74b129e9c,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0441/757,673,3116,784/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0441/full/full/0/default.jpg
Volume 1,442,,Church,Church,Com[m]union|211 [Church],,church,#item-053566c3d,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0441/823,1282,3030,847/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0441/full/full/0/default.jpg
Volume 1,442,,Circumcision,Circumcision,1599 [Circumsion],,circumcision,#item-e3e7fb1e1,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0441/800,1970,3026,425/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0441/full/full/0/default.jpg
Volume 1,442,,Civility,Civility,humanity|modesty|gentleness|Incivility|2011 [Civility],,civility,#item-4fe320377,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0441/843,2219,2999,609/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0441/full/full/0/default.jpg
Volume 1,442,,Cloister,Cloister,Monk|Nun|395 [Cloister],,cloister,#item-baae14d3b,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0441/886,2684,2912,448/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0441/full/full/0/default.jpg
Volume 1,442,,Cloke,Cloke,,,cloke,#item-b30905b40,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0441/849,3031,2985,275/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0441/full/full/0/default.jpg
Volume 1,442,,Cold,Cold,2102 [Cold],,cold,#item-052029731,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0441/859,3217,3006,425/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0441/full/full/0/default.jpg
Volume 1,442,,Comedy,Comedy,909 [Comedies],,comedy,#item-778e80adc,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0441/823,3483,3030,452/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0441/full/full/0/default.jpg
Volume 1,442,,Comet,Comet,1690 [Comet],,comet,#item-dbe0e399d,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0441/878,3811,2979,343/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0441/full/full/0/default.jpg
Volume 1,442,,Comfort,Comfort,182 [Comfort],,comfort,#item-8e30c0ab5,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0441/859,4061,2971,441/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0441/full/full/0/default.jpg
Volume 1,442,,False Comfort,False Comfort,1525 [False Comfort],,comfort false,#item-0a6af823f,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0441/812,4377,3081,706/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0441/full/full/0/default.jpg
Volume 1,443,,Coming of Christ,Coming of Christ,Chiliasm|1047 [Coming of God and Christ],,coming of Christ,#item-e202e67bc,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0442/275,227,3203,523/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0442/full/full/0/default.jpg
Volume 1,443,,Com[m]andments,Com[m]andments,Forbidden things|Prohibition|1041 [Com[m]andents],,com[m]andmts,#item-342367654,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0442/339,648,3120,495/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0442/full/full/0/default.jpg
Volume 1,443,,Common goods,Common goods,1172 [Community of Goods],,common goods,#item-8f4d83e15,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0442/378,1073,3053,425/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0442/full/full/0/default.jpg
Volume 1,443,,Communion,Communion,Unity|Church|1790 [Communion],,communion,#item-04591d53c,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0442/335,1397,3131,425/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0442/full/full/0/default.jpg
Volume 1,443,,Company,Company,Example|Solitude|Stock|Train|283 [Company],,company,#item-ece88d81a,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0442/314,1738,3165,539/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0442/full/full/0/default.jpg
Volume 1,443,,Compassion,Compassion,Mercy|Quarter|misery|Sympathy|Comfort|1436 [Commiseration],,compassion,#item-69f0cc6f4,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0442/335,2231,3106,598/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0442/full/full/0/default.jpg
Volume 1,443,,Complements,Complements,380 [Course Complements],,complements,#item-00b647cc9,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0442/361,2753,3132,598/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0442/full/full/0/default.jpg
Volume 1,443,,Concupiscence,Concupiscence,desire|Affections,,concupiscence,#item-1688d9123,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0442/405,3235,3084,459/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0442/full/full/0/default.jpg
Volume 1,443,,Condemnation,Condemnation,Judgment|Hell|1817 [Damnation],,condemnation,#item-32151da3d,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0442/361,3645,3145,399/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0442/full/full/0/default.jpg
Volume 1,443,,Condition,Condition|Conditionally,,,condition,#item-55a589dec,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0442/309,3962,3145,564/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0442/full/full/0/default.jpg
Volume 1,443,,Confession,Confession,Deprecation|1046 [Confess]|1981 [Confession],,confession,#item-3edc47b2d,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0442/370,4448,3124,633/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0442/full/full/0/default.jpg
