pid,volume,image_number,head,entry,topic,first_letter,page,add,xref,see,index,item,unparsed,line,selection,full_image,annotation_uri,insertion,thumbnail,label,location
alpha_0405,Volume 2,17,,Heart,Heart,H,,,<a href='/digital-beehive/alpha1/alpha_0097/'>Breast</a>|<a href='/digital-beehive/toc/toc2_295/'>1507 [Heart]</a>,,<a href='/digital-beehive/index2/index_1782/'>heart</a>,#item-120a26e1b,,Entry: Heart|Topic: Heart|Xref: Breast|Xref: 1507 [Heart]|Index: heart|#item-120a26e1b,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0484/435,3076,2996,476/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0484/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1564605460402,,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0484/435,3076,600,180/250,/0/default.jpg",Heart,<a href='/digital-beehive/toc/toc2_007/'>Full Page</a>
alpha_0406,Volume 2,17,,Heathenism,Heathenism,H,,,<a href='/digital-beehive/toc/toc2_285/'>1456 [Heathens]</a>,,<a href='/digital-beehive/index2/index_1783/'>heathens</a>,#item-187d5c649,,Entry: Heathenism|Topic: Heathenism|Xref: 1456 [Heathens]|Index: heathens|#item-187d5c649,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0484/419,3455,3006,560/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0484/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1564605607617,,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0484/419,3455,600,180/250,/0/default.jpg",Heathenism,<a href='/digital-beehive/toc/toc2_007/'>Full Page</a>
alpha_0407,Volume 2,17,,Heaven,Heaven,H,,,<a href='/digital-beehive/toc/toc2_229/'>1176 [Heaven]</a>,,<a href='/digital-beehive/index2/index_1785/'>heaven</a>,#item-2fb32b5f2,,Entry: Heaven|Topic: Heaven|Xref: 1176 [Heaven]|Index: heaven|#item-2fb32b5f2,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0484/351,3960,3064,421/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0484/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1508960630868,,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0484/351,3960,600,180/250,/0/default.jpg",Heaven,<a href='/digital-beehive/toc/toc2_007/'>Full Page</a>
alpha_0408,Volume 2,17,,Heavenly Things,Heavenly Things,H,,,,,<a href='/digital-beehive/index2/index_1786/'>heavenly things</a>,#item-38f299b36,,Entry: Heavenly Things|Topic: Heavenly Things|Index: heavenly things|#item-38f299b36,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0484/402,4340,3022,385/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0484/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1564605689168,,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0484/402,4340,600,180/250,/0/default.jpg",Heavenly Things,<a href='/digital-beehive/toc/toc2_007/'>Full Page</a>
alpha_0409,Volume 2,18,,Heaviness,Heaviness,H,,,<a href='/digital-beehive/alpha5/num_0230/'>Balance</a>|Weight,,<a href='/digital-beehive/index2/index_1788/'>heavy</a>,#item-557c0909c,,Entry: Heaviness|Topic: Heaviness|Xref: Balance|Xref: Weight|Index: heavy|#item-557c0909c,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/771,202,3026,453/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1564754747527,,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/771,202,600,180/250,/0/default.jpg",Heaviness,<a href='/digital-beehive/toc/toc2_008/'>Full Page</a>
alpha_0410,Volume 2,18,,Hell,Hell,H,,,<a href='/digital-beehive/alpha1/alpha_0165/'>Condemnation</a>|<a href='/digital-beehive/toc/toc2_209/'>1076 [Hell]</a>,,<a href='/digital-beehive/index2/index_1794/'>hell</a>,#item-09fe29285,,Entry: Hell|Topic: Hell|Xref: Condemnation|Xref: 1076 [Hell]|Index: hell|#item-09fe29285,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/789,504,3007,513/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1508962578149,,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/789,504,600,180/250,/0/default.jpg",Hell,<a href='/digital-beehive/toc/toc2_008/'>Full Page</a>
alpha_0411,Volume 2,18,,Help,Help,H,,,<a href='/digital-beehive/toc/toc2_142/'>627 [Help]</a>|<a href='/digital-beehive/alpha3/alpha_0481/'>Instrument</a>|<a href='/digital-beehive/alpha4/alpha_0745/'>Promoting</a>|<a href='/digital-beehive/alpha2/alpha_0368/'>God's Help</a>,,<a href='/digital-beehive/index2/index_1798/'>help</a>,#item-31af7bea3,,Entry: Help|Topic: Help|Xref: 627 [Help]|Xref: Instrument|Xref: Promoting|Xref: God's Help|Index: help|#item-31af7bea3,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/678,862,3109,605/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1564755409241,,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/678,862,600,180/250,/0/default.jpg",Help,<a href='/digital-beehive/toc/toc2_008/'>Full Page</a>
alpha_0412,Volume 2,18,,Hen,Hen,H,,,791 [PAGE_MISSING],,<a href='/digital-beehive/index2/index_1802/'>hen</a>,#item-4f384ce52,,Entry: Hen|Topic: Hen|Xref: 791 [PAGE_MISSING]|Index: hen|#item-4f384ce52,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/802,1403,2972,198/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1508962728284,,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/802,1403,600,180/250,/0/default.jpg",Hen,<a href='/digital-beehive/toc/toc2_008/'>Full Page</a>
alpha_0413,Volume 2,18,,Heraldry,Heraldry,H,,,<a href='/digital-beehive/num2/num_0281/'>257 [Arms]</a>,,<a href='/digital-beehive/index2/index_1806/'>heraldry</a>,#item-046cb1d2d,,Entry: Heraldry|Topic: Heraldry|Xref: 257 [Arms]|Index: heraldry|#item-046cb1d2d,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/732,1500,3027,268/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1564755622918,,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/732,1500,600,180/250,/0/default.jpg",Heraldry,<a href='/digital-beehive/toc/toc2_008/'>Full Page</a>
alpha_0414,Volume 2,18,,Herb,Herb,H,,,<a href='/digital-beehive/toc/toc2_150/'>672 [Herbs]</a>,,<a href='/digital-beehive/index2/index_1807/'>herb</a>,#item-df285cbfd,,Entry: Herb|Topic: Herb|Xref: 672 [Herbs]|Index: herb|#item-df285cbfd,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/775,1673,2964,442/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1508962944177,,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/775,1673,600,180/250,/0/default.jpg",Herb,<a href='/digital-beehive/toc/toc2_008/'>Full Page</a>
alpha_0415,Volume 2,18,,Heresy,Heresy,H,,,<a href='/digital-beehive/alpha4/alpha_0841/'>Sect</a>|<a href='/digital-beehive/toc/toc2_130/'>558 [Heresy]</a>,,<a href='/digital-beehive/index2/index_1812/'>heresy</a>,#item-d5165bbd3,,Entry: Heresy|Topic: Heresy|Xref: Sect|Xref: 558 [Heresy]|Index: heresy|#item-d5165bbd3,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/691,1984,3070,574/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1564756148067,,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/691,1984,600,180/250,/0/default.jpg",Heresy,<a href='/digital-beehive/toc/toc2_008/'>Full Page</a>
alpha_0416,Volume 2,18,,Heritage,Heritage,H,,,<a href='/digital-beehive/alpha5/num_0043/'>Clergy</a>|<a href='/digital-beehive/toc/toc2_334/'>1700 [Inheritage]</a>,,<a href='/digital-beehive/index2/index_1814/'>heritage</a>,#item-5cb5668f7,,Entry: Heritage|Topic: Heritage|Xref: Clergy|Xref: 1700 [Inheritage]|Index: heritage|#item-5cb5668f7,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/761,2470,2999,475/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1508963223636,,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/761,2470,600,180/250,/0/default.jpg",Heritage,<a href='/digital-beehive/toc/toc2_008/'>Full Page</a>
alpha_0417,Volume 2,18,,Herring,Herring,H,,,<a href='/digital-beehive/toc/toc2_397/'>2266 [Herring]</a>,,<a href='/digital-beehive/index2/index_1822/'>herring</a>,#item-1a2984eec,,Entry: Herring|Topic: Herring|Xref: 2266 [Herring]|Index: herring|#item-1a2984eec,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/779,2867,2939,214/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1508963401594,,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/779,2867,600,180/250,/0/default.jpg",Herring,<a href='/digital-beehive/toc/toc2_008/'>Full Page</a>
alpha_0418,Volume 2,18,,Hermit,Hermit,H,,,<a href='/digital-beehive/alpha4/alpha_0892/'>Solitude</a>|<a href='/digital-beehive/toc/toc2_375/'>2093 [Hermit]</a>,,<a href='/digital-beehive/index2/index_1817/'>hermit</a>,#item-1a923e02e,,Entry: Hermit|Topic: Hermit|Xref: Solitude|Xref: 2093 [Hermit]|Index: hermit|#item-1a923e02e,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/779,3013,2912,238/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1508963456059,,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/779,3013,600,180/250,/0/default.jpg",Hermit,<a href='/digital-beehive/toc/toc2_008/'>Full Page</a>
alpha_0419,Volume 2,18,,Hieroglyphicks,Hieroglyphicks,H,,,,,<a href='/digital-beehive/index2/index_1831/'>hieroglyphicks</a>,#item-90b569061,,Entry: Hieroglyphicks|Topic: Hieroglyphicks|Index: hieroglyphicks|#item-90b569061,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/749,3100,3022,408/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1564756612430,,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/749,3100,600,180/250,/0/default.jpg",Hieroglyphicks,<a href='/digital-beehive/toc/toc2_008/'>Full Page</a>
alpha_0420,Volume 2,18,,Highness,Highness,H,,,<a href='/digital-beehive/alpha2/alpha_0381/'>Grandeur</a>|<a href='/digital-beehive/toc/toc2_164/'>883 [highness]</a>,,<a href='/digital-beehive/index2/index_1834/'>highness</a>,#item-61f20e887,,Entry: Highness|Topic: Highness|Xref: Grandeur|Xref: 883 [highness]|Index: highness|#item-61f20e887,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/777,3458,2961,423/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1508963724932,,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/777,3458,600,180/250,/0/default.jpg",Highness,<a href='/digital-beehive/toc/toc2_008/'>Full Page</a>
alpha_0421,Volume 2,18,,Hindrance,Hindrance,H,,,<a href='/digital-beehive/toc/toc2_133/'>576 [Hinderance]</a>|<a href='/digital-beehive/alpha5/num_0580/'>Disappoint</a>,,<a href='/digital-beehive/index2/index_1839/'>hinderance</a>,#item-526731c25,,Entry: Hindrance|Topic: Hindrance|Xref: 576 [Hinderance]|Xref: Disappoint|Index: hinderance|#item-526731c25,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/708,3722,3030,580/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1564756957509,,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/708,3722,600,180/250,/0/default.jpg",Hindrance,<a href='/digital-beehive/toc/toc2_008/'>Full Page</a>
alpha_0422,Volume 2,18,,Hireling,Hireling,H,,,<a href='/digital-beehive/toc/toc2_128/'>549 [Hirelings]</a>,,<a href='/digital-beehive/index2/index_1843/'>hireling</a>,#item-2c8f931b4,,Entry: Hireling|Topic: Hireling|Xref: 549 [Hirelings]|Index: hireling|#item-2c8f931b4|,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/770,4165,2918,529/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1508963957119,,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/770,4165,600,180/250,/0/default.jpg",Hireling,<a href='/digital-beehive/toc/toc2_008/'>Full Page</a>
alpha_0423,Volume 2,18,,Hog,Hog,H,,,<a href='/digital-beehive/toc/toc2_339/'>1741 [Hog]</a>,,<a href='/digital-beehive/index2/index_1853/'>hog</a>,#item-2b9e0839b,,Entry: Hog|Topic: Hog|Xref: 1741 [Hog]|Index: hog|#item-2b9e0839b,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/780,4561,2949,542/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1508964798298,,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/780,4561,600,180/250,/0/default.jpg",Hog,<a href='/digital-beehive/toc/toc2_008/'>Full Page</a>
alpha_0424,Volume 2,19,,Holiness,Holiness,H,,,<a href='/digital-beehive/toc/toc2_184/'>990 [Holiness]</a>,,<a href='/digital-beehive/index2/index_1855/'>holiness</a>,#item-1ccaec402,,Entry: Holiness|Topic: Holiness|Xref: 990 [Holiness]|Index: holiness|#item-1ccaec402,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0486/316,219,3107,620/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0486/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1564757197385,,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0486/316,219,600,180/250,/0/default.jpg",Holiness,<a href='/digital-beehive/toc/toc2_009/'>Full Page</a>
alpha_0425,Volume 2,19,,Home,Home,H,,,<a href='/digital-beehive/alpha5/num_0030/'>Pilgrimage</a>|<a href='/digital-beehive/toc/toc2_283/'>1446 [Dwell]</a>|<a href='/digital-beehive/alpha1/alpha_0184/'>native Country</a>,,<a href='/digital-beehive/index2/index_1861/'>home</a>,#item-e0ad89116,,Entry: Home|Topic: Home|Xref: Pilgrimage|Xref: 1446 [Dwell]|Xref: native Country|Index: home|#item-e0ad89116,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0486/302,751,3107,412/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0486/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1509730025889,,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0486/302,751,600,180/250,/0/default.jpg",Home,<a href='/digital-beehive/toc/toc2_009/'>Full Page</a>
alpha_0426,Volume 2,19,,Honesty,Honesty,H,,,<a href='/digital-beehive/toc/toc2_254/'>1303 [Honesty]</a>,,<a href='/digital-beehive/index2/index_1865/'>honesty</a>,#item-4d4ef6ca7,,Entry: Honesty|Topic: Honesty|Xref: 1303 [Honesty]|Index: honesty|#item-4d4ef6ca7,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0486/296,1082,3108,529/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0486/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1509730153584,,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0486/296,1082,600,180/250,/0/default.jpg",Honesty,<a href='/digital-beehive/toc/toc2_009/'>Full Page</a>
alpha_0427,Volume 2,19,,Honey,Honey,H,,,<a href='/digital-beehive/toc/toc2_352/'>1903 [Honey]</a>,,<a href='/digital-beehive/index2/index_1866/'>honey</a>,#item-f1c857c69,,Entry: Honey|Topic: Honey|Xref: 1903 [Honey]|Index: honey|#item-f1c857c69,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0486/277,1512,3124,469/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0486/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1509732068077,,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0486/277,1512,600,180/250,/0/default.jpg",Honey,<a href='/digital-beehive/toc/toc2_009/'>Full Page</a>
alpha_0428,Volume 2,19,,Honour,Honour,H,,,<a href='/digital-beehive/alpha2/alpha_0362/'>glory</a>|<a href='/digital-beehive/alpha2/alpha_0381/'>grandeur</a>|<a href='/digital-beehive/alpha4/alpha_0789/'>Renown</a>|778 [PAGE_MISSING],,<a href='/digital-beehive/index2/index_1867/'>honour</a>,#item-d7d435bf3,,Entry: Honour|Topic: Honour|Xref: glory|Xref: grandeur|Xref: Renown|Xref: 778 [PAGE_MISSING]|Index: honour|#item-d7d435bf3,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0486/270,1887,3168,689/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0486/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1509732090839,,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0486/270,1887,600,180/250,/0/default.jpg",Honour,<a href='/digital-beehive/toc/toc2_009/'>Full Page</a>
alpha_0429,Volume 2,19,,Hope,Hope,H,,,<a href='/digital-beehive/alpha5/num_0008/'>Desperation</a>|<a href='/digital-beehive/alpha1/alpha_0156/'>false Comfort</a>|<a href='/digital-beehive/toc/toc2_219/'>1126 [Hope]</a>,,<a href='/digital-beehive/index2/index_1868/'>hope</a>,#item-1aa4646fe,,Entry: Hope|Topic: Hope|Xref: Desperation|Xref: false Comfort|Xref: 1126 [Hope]|Index: hope|#item-1aa4646fe,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0486/267,2505,3142,830/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0486/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1509732359473,,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0486/267,2505,600,180/250,/0/default.jpg",Hope,<a href='/digital-beehive/toc/toc2_009/'>Full Page</a>
alpha_0430,Volume 2,19,,Horse,Horse,H,,,<a href='/digital-beehive/toc/toc2_166/'>892 [Horse]</a>,,<a href='/digital-beehive/index2/index_1873/'>horse</a>,#item-514524cd8,,Entry: Horse|Topic: Horse|Xref: 892 [Horse]|Index: horse|#item-514524cd8,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0486/331,3244,3053,479/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0486/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1564757352120,,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0486/331,3244,600,180/250,/0/default.jpg",Horse,<a href='/digital-beehive/toc/toc2_009/'>Full Page</a>
alpha_0431,Volume 2,19,,Horseman,Horseman,H,,,<a href='/digital-beehive/toc/toc2_339/'>1750 [Horseman]</a>,,<a href='/digital-beehive/index2/index_1877/'>horseman</a>,#item-19152366a,,Entry: Horseman|Topic: Horseman|Xref: 1750 [Horseman]|Index: horseman|#item-19152366a,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0486/368,3622,3028,460/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0486/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1564757462867,,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0486/368,3622,600,180/250,/0/default.jpg",Horseman,<a href='/digital-beehive/toc/toc2_009/'>Full Page</a>
alpha_0432,Volume 2,19,,Hospital,Hospital,H,,,<a href='/digital-beehive/toc/toc2_361/'>1969 [Hospital]</a>|<a href='/digital-beehive/toc/toc2_276/'>1415 [Hospita]</a>|<a href='/digital-beehive/alpha4/alpha_0668/'>Oprhan house</a>,,<a href='/digital-beehive/index2/index_1879/'>hospital</a>,#item-8c5bbd263,,Entry: Hospital|Topic: Hospital|Xref: 1969 [Hospital]|Xref: 1415 [Hospita]|Xref: Oprhan house|Index: hospital|#item-8c5bbd263,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0486/356,4046,3013,333/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0486/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1509733052074,,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0486/356,4046,600,180/250,/0/default.jpg",Hospital,<a href='/digital-beehive/toc/toc2_009/'>Full Page</a>
alpha_0433,Volume 2,19,,Hospitality,Hospitality,H,,,,,<a href='/digital-beehive/index2/index_1881/'>hospitality</a>,#item-ea292ee78,,Entry: Hospitality|Topic: Hospitality|Index: hospitality|#item-ea292ee78,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0486/356,4324,3014,395/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0486/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1564757665474,,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0486/356,4324,600,180/250,/0/default.jpg",Hospitality,<a href='/digital-beehive/toc/toc2_009/'>Full Page</a>
alpha_0434,Volume 2,19,,Hotch potch,Hotch potch,H,,,<a href='/digital-beehive/alpha5/alpha_0988/'>Variety</a>|<a href='/digital-beehive/toc/toc2_202/'>1043 [Hotch-potch]</a>,,<a href='/digital-beehive/index2/index_1885/'>hotchpotch</a>,#item-17f0268cc,,Entry: Hotch potch|Topic: Hotch potch|Xref: Variety|Xref: 1043 [Hotch-potch]|Index: hotchpotch|#item-17f0268cc,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0486/357,4683,3004,344/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0486/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1509733323497,,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0486/357,4683,600,180/250,/0/default.jpg",Hotch potch,<a href='/digital-beehive/toc/toc2_009/'>Full Page</a>
alpha_0435,Volume 2,20,,House,House,H,,,<a href='/digital-beehive/alpha2/alpha_0425/'>Home</a>|<a href='/digital-beehive/toc/toc2_230/'>1184 [house]</a>,,<a href='/digital-beehive/index2/index_1890/'>house</a>,#item-4ee22d882,,Entry: House|Topic: House|Xref: Home|Xref: 1184 [house]|Index: house|#item-4ee22d882,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0487/806,233,2961,409/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0487/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1509733432330,,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0487/806,233,600,180/250,/0/default.jpg",House,<a href='/digital-beehive/toc/toc2_010/'>Full Page</a>
alpha_0436,Volume 2,20,,Humanity,Humanity,H,,,<a href='/digital-beehive/alpha1/alpha_0149/'>Civility</a>|<a href='/digital-beehive/alpha3/alpha_0475/'>Inhumanity</a>,,<a href='/digital-beehive/index2/index_1898/'>humanity</a>,#item-677ba08f8,,Entry: Humanity|Topic: Humanity|Xref: Civility|Xref: Inhumanity|Index: humanity|#item-677ba08f8,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0487/758,509,2971,455/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0487/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1564757805531,,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0487/758,509,600,180/250,/0/default.jpg",Humanity,<a href='/digital-beehive/toc/toc2_010/'>Full Page</a>
alpha_0437,Volume 2,20,,Humility,Humility,H,,,<a href='/digital-beehive/alpha1/alpha_0062/'>baseness</a>|<a href='/digital-beehive/toc/toc2_171/'>917 [Humility]</a>,,<a href='/digital-beehive/index2/index_1902/'>humility</a>,#item-b5702089e,,Entry: Humility|Topic: Humility|Xref: baseness|Xref: 917 [Humility]|Index: humility|#item-b5702089e,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0487/806,966,2899,638/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0487/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1509733594951,,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0487/806,966,600,180/250,/0/default.jpg",Humility,<a href='/digital-beehive/toc/toc2_010/'>Full Page</a>
alpha_0438,Volume 2,20,,Hunger,Hunger,H,,,<a href='/digital-beehive/toc/toc2_157/'>710 [Hunger]</a>,,<a href='/digital-beehive/index2/index_1906/'>hunger</a>,#item-8053dee9a,,Entry: Hunger|Topic: Hunger|Xref: 710 [Hunger]|Index: hunger|#item-8053dee9a,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0487/792,1513,2912,589/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0487/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1509733702548,,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0487/792,1513,600,180/250,/0/default.jpg",Hunger,<a href='/digital-beehive/toc/toc2_010/'>Full Page</a>
alpha_0439,Volume 2,20,,Hunting,Hunting,H,,,<a href='/digital-beehive/toc/toc2_268/'>1371 [Hunting]</a>,,<a href='/digital-beehive/index2/index_1908/'>hunting</a>,#item-4b88988ab,,Entry: Hunting|Topic: Hunting|Xref: 1371 [Hunting]|Index: hunting|#item-4b88988ab,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0487/788,2007,2870,438/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0487/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1509733878773,,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0487/788,2007,600,180/250,/0/default.jpg",Hunting,<a href='/digital-beehive/toc/toc2_010/'>Full Page</a>
