pid,volume,image,pastorius_page_numbers,older_pastorius_page_numbers,type,secondary_type,toc_title,toc_link,section_title,secondary_section_title,tertiary_section_title,pastorius_section_header,pastorius_description,contents,secondary_contents,notes,first_entry,last_entry,order,thumbnail,full,notes_DONOTUSE
toc2_282,2,292,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1441,1445,735,,,
toc2_283,2,293,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1446,1450,736,,,
toc2_284,2,294,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1451,1455,737,,,
toc2_285,2,295,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1456,1460,738,,,
toc2_286,2,296,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1461,1465,739,,,
toc2_287,2,297,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1466,1470,740,,,
toc2_288,2,298,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1471,1475,741,,,
toc2_289,2,299,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1476,1480,742,,,
toc2_290,2,300,380,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1481,1484,743,,,
toc2_291,2,301,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1487,1489,744,,,
toc2_292,2,302,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1490,1494,745,,,
toc2_293,2,303,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1496,1500,746,,,
toc2_294,2,304,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1501,1504,747,,,
toc2_295,2,305,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1505,1510,748,,,
toc2_296,2,306,386,,Book List,,2.306: A Catalogue of Francis David Pastorius his Manuscripts,A_Catalogue_of_Francis_David_Pastorius_his_Manuscripts,Francis Daniel Pastorius's Own Manuscripts,,,"A Catalogue of Francis David Pastorius his Manuscripts, besides this present Alvearium or Alphabetical Hive (:the Contents whereof are specified above on the first leaf:).",,,,,"Horae successive, oder Akademische Spaar - Stunden","Deliciae Hortenses, or Germantown Garden Recreations",749,,,
toc2_297,2,307,,,Alvearium,,2.307: Alvearium: 1511 - 1750,Alvearium_1511_1750,Numerical,Alphabetical Section Additions,,,,,,,1511,1515,750,,,
toc2_298,2,308,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1516,1520,751,,,
toc2_299,2,309,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1521,1525,752,,,
toc2_300,2,310,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1526,1530,753,,,
toc2_301,2,311,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1531,1535,754,,,
toc2_302,2,312,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1536,1540,755,,,
toc2_303,2,313,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1541,1545,756,,,
toc2_304,2,314,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1546,1550,757,,,
toc2_305,2,315,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1551,1555,758,,,
toc2_306,2,316,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1556,1560,759,,,
toc2_307,2,317,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,Some entry numbers are missing.,1561,1565,760,,,
toc2_308,2,318,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1566,1570,761,,,
toc2_309,2,319,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1571,1575,762,,,
toc2_310,2,320,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1576,1580,763,,,
toc2_311,2,321,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1581,1585,764,,,
toc2_312,2,322,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1586,1590,765,,,
toc2_313,2,323,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1591,1595,766,,,
toc2_314,2,324,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1596,1600,767,,,
toc2_315,2,325,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1601,1605,768,,,
toc2_316,2,326,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1606,1610,769,,,
toc2_317,2,327,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1611,1615,770,,,
toc2_318,2,328,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1616,1620,771,,,
toc2_319,2,329,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1621,1625,772,,,
toc2_320,2,330,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1626,1630,773,,,
toc2_321,2,331,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1631,1635,774,,,
toc2_322,2,332,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1636,1640,775,,,
toc2_323,2,333,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1641,1645,776,,,
toc2_324,2,334,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1646,1650,777,,,
toc2_325,2,335,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1651,1655,778,,,
toc2_326,2,336,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1656,1660,779,,,
toc2_327,2,337,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1661,1665,780,,,
toc2_328,2,338,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1666,1670,781,,,
toc2_329,2,339,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1671,1675,782,,,
toc2_330,2,340,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1676,1680,783,,,
toc2_331,2,341,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1681,1685,784,,,
toc2_332,2,342,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1686,1690,785,,,
toc2_333,2,343,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1691,1695,786,,,
toc2_334,2,344,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1697,1700,787,,,
toc2_335,2,345,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1701,1710,788,,,
toc2_336,2,346,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1711,1720,789,,,
toc2_337,2,347,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1721,1730,790,,,
toc2_338,2,348,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1731,1740,791,,,
toc2_339,2,349,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1741,1750,792,,,
toc2_340,2,350,,,Alvearium,,2.350: Alvearium: 1751 - 2000,Alvearium_1751_2000,Numerical,Alphabetical Section Additions,,,,,,,1751,1758,793,,,
toc2_341,2,351,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1759,1765,794,,,
toc2_342,2,352,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1766,1770,795,,,
toc2_343,2,353,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1771,1780,796,,,
toc2_344,2,354,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1781,1785,797,,,
toc2_345,2,355,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1786,1795,798,,,
toc2_346,2,356,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1796,1805,799,,,
toc2_347,2,357,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1806,1810,800,,,
toc2_348,2,358,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1811,1820,801,,,
toc2_349,2,359,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1821,1825,802,,,
toc2_350,2,360,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1826,1835,803,,,
toc2_351,2,361,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1891,1900,804,,,
toc2_352,2,362,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1901,1905,805,,,
toc2_353,2,363,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1906,1915,806,,,
toc2_354,2,364,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1916,1920,807,,,
toc2_355,2,365,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1921,1930,808,,,
toc2_356,2,366,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1931,1935,809,,,
toc2_357,2,367,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1936,1940,810,,,
toc2_358,2,368,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1941,1950,811,,,
toc2_359,2,369,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1951,1960,812,,,
toc2_360,2,370,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1961,1965,813,,,
toc2_361,2,371,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1966,1970,814,,,
toc2_362,2,372,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1971,1975,815,,,
toc2_363,2,373,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1976,1985,816,,,
toc2_364,2,374,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1986,1995,817,,,
toc2_365,2,375,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,1996,2000,818,,,
toc2_366,2,376,,,Alvearium,,2.376: Alvearium: 2001 - 2250,Alvearium_2001_2250,Numerical,Alphabetical Section Additions,,,,,,,2001,2010,819,,,
toc2_367,2,377,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2011,2020,820,,,
toc2_368,2,378,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2021,2030,821,,,
toc2_369,2,379,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2031,2040,822,,,
toc2_370,2,380,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2041,2050,823,,,
toc2_371,2,381,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2051,2060,824,,,
toc2_372,2,382,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2061,2070,825,,,
toc2_373,2,383,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2071,2080,826,,,
toc2_374,2,384,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2081,2090,827,,,
toc2_375,2,385,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2091,2100,828,,,
toc2_376,2,386,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2101,2110,829,,,
toc2_377,2,387,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2111,2120,830,,,
toc2_378,2,388,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2121,2130,831,,,
toc2_379,2,389,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2131,2140,832,,,
toc2_380,2,390,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2141,2150,833,,,
toc2_381,2,391,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2151,2160,834,,,
toc2_382,2,392,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2161,2170,835,,,
toc2_383,2,393,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2171,2180,836,,,
toc2_384,2,394,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2181,2190,837,,,
toc2_385,2,395,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2191,2200,838,,,
toc2_386,2,396,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2201,2210,839,,,
toc2_387,2,397,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2211,2220,840,,,
toc2_388,2,398,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2221,2225,841,,,
toc2_389,2,399,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2226,2230,842,,,
toc2_390,2,400,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2231,2235,843,,,
toc2_391,2,401,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2236,2240,844,,,
toc2_392,2,402,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2241,2245,845,,,
toc2_393,2,403,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2246,2250,846,,,
toc2_394,2,404,,,Alvearium,,2.404: Alvearium: 2251 - 2445,Alvearium_2251_2445,Numerical,Alphabetical Section Additions,,,,,,,2251,2255,847,,,
toc2_395,2,405,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2256,2260,848,,,
toc2_396,2,406,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2261,2265,849,,,
toc2_397,2,407,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2266,2270,850,,,
toc2_398,2,408,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2271,2275,851,,,
toc2_399,2,409,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2276,2280,852,,,
toc2_400,2,410,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2281,2285,853,,,
toc2_401,2,411,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2286,2290,854,,,
toc2_402,2,412,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2291,2295,855,,,
toc2_403,2,413,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2296,2300,856,,,
toc2_404,2,414,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2301,2310,857,,,
toc2_405,2,415,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2311,2320,858,,,
toc2_406,2,416,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,Some entry numbers are missing.,2321,2330,859,,,
toc2_407,2,417,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2331,2340,860,,,
toc2_408,2,418,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2341,2350,861,,,
toc2_409,2,419,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2351,2355,862,,,
toc2_410,2,420,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2356,2360,863,,,
toc2_411,2,421,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2361,2370,864,,,
toc2_412,2,422,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2371,2380,865,,,
toc2_413,2,423,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2381,2390,866,,,
toc2_414,2,424,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2391,2395,867,,,
toc2_415,2,425,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2396,2400,868,,,
toc2_416,2,426,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2401,2405,869,,,
toc2_417,2,427,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2406,2415,870,,,
toc2_418,2,428,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2416,2425,871,,,
toc2_419,2,429,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2426,2430,872,,,
toc2_420,2,430,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2431,2435,873,,,
toc2_421,2,431,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,2436,2445,874,,,
toc2_422,2,432,,,Alvearium,,2.432: Alvearium: 4446 - 4950,Alvearium_4446_4950,Numerical,Alphabetical Section Additions,,,,,,Some entry numbers are missing.,4446,4450,875,,,
toc2_423,2,433,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,Some entry numbers are missing.,4451,4455,876,,,
toc2_424,2,434,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,Some entry numbers are missing.,4456,4465,877,,,
toc2_425,2,435,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,Some entry numbers are missing.,4466,4470,878,,,
toc2_426,2,436,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,Some entry numbers are missing.,4471,4475,879,,,
toc2_427,2,437,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,Some entry numbers are missing.,4476,4485,880,,,
toc2_428,2,438,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,Some entry numbers are missing.,4486,4495,881,,,
toc2_429,2,439,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,Some entry numbers are missing.,4791,4800,882,,,
toc2_430,2,440,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,Some entry numbers are missing.,4801,4810,883,,,
toc2_431,2,441,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,Some entry numbers are missing.,4811,4815,884,,,
toc2_432,2,442,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,Some entry numbers are missing.,4816,4820,885,,,
toc2_433,2,443,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,Some entry numbers are missing.,4821,4830,886,,,
toc2_434,2,444,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,Some entry numbers are missing.,4831,4840,887,,,
toc2_435,2,445,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,Some entry numbers are missing.,4841,4848,888,,,
toc2_436,2,446,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,Some entry numbers are missing.,4849,4850,889,,,
toc2_437,2,447,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,Some entry numbers are missing.,4851,4860,890,,,
toc2_438,2,448,,,Miscellania,,,,,,,,,"[Worn, illegible text]",,"Text present, but illegible.",,,891,,,
toc2_439,2,449,,,Blank Page,,,,,,,,,,,,,,892,,,
toc2_440,2,450,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,4861,4866,893,,,
toc2_441,2,451,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,4867,4875,894,,,
toc2_442,2,452,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,Some entry numbers are missing.,4876,4880,895,,,
toc2_443,2,453,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,Some entry numbers are missing.,4881,4890,896,,,
toc2_444,2,454,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,Some entry numbers are missing.,4891,4900,897,,,
toc2_445,2,455,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,Some entry numbers are missing.,4901,4910,898,,,
toc2_446,2,456,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,Some entry numbers are missing.,4911,4916,899,,,
toc2_447,2,457,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,,4917,4926,900,,,
toc2_448,2,458,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,Some entry numbers are missing.,4926,4931,901,,,
toc2_449,2,459,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,Some entry numbers are missing.,4932,4941,902,,,
toc2_450,2,460,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,Some entry numbers are missing.,4942,4950,903,,,
toc2_451,2,461,,,Miscellania,,,,,,,,,Signature (Daniel Pastorius),,,,,904,,,
toc2_452,2,462,,,Blank Page,,,,,,,,,,,,,,905,,,
toc2_453,2,463,,,The Book's Physical Properties,,2.463: Provenience & Colophon,Provenience_and_Colophon,Provenience & Colophon,,,,,Provenience & Colophon,,,,,906,,,
toc2_454,2,473,,,The Book's Physical Properties,External Features,,,,,,,,,,,,,907,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0940/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0940/full/full/0/default.jpg,
toc2_455,2,474,,,The Book's Physical Properties,External Features,,,,,,,,,,,,,908,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0941/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0941/full/full/0/default.jpg,
toc2_456,2,475,,,The Book's Physical Properties,External Features,,,,,,,,,,,,,909,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0942/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0942/full/full/0/default.jpg,
toc3_01,3,1,,,The Book's Physical Properties,External Features,,,,,,,,Octavo Alvearium Index Front Cover,,,,,910,,,
toc3_02,3,2,,,Introductory Material,,,,Octavo Index Front Matter,,,,"F.D.P. Favos Diligentia Parat. / Studium et Constantia, / Labor & Tolerantia / Colligunt ab Infantiâ, / Docta et Elegantia, / Lectorem Delectantia. / Et Finem Coronantia. // If we not exercise our Wit, / A short Time's Sloth corrupteth it. / Ignavus : Ignarus. / Neglectis urenda Filix innascitur Agris. / Wir in sÿn Lant geen Koren saeyt; 'Tis seeker, dat hÿ Distels maeyt! // An Encyclopedia of all what can be known, / May very well be made be Com[m]on-placing down / The Better Sort of things out of the Best of Books; / And such a Work, no doubt, the Best of men would own, / Some Better lay aside their Surpliss & their gown, / Yea and Good Captains beat their spears to Pruning-hooks. // Fac Deus Providenbit.",Introductory Verse,,,,,911,,,
toc3_03,3,3,,,Introductory Material,,,,Miscellania,,,,[In Others' Hands:] Presented Aug. 18. 1859 / To Mrs. Ann Eliza Shuster / by Charles M. Wagner. // Presentend to Washington Pastorius / by his cousin Ann Eliza Pastorius Shuster,Presentation Record,,,,,912,,,
toc3_04,3,4,,,Blank Page,,,,,,,,,,,,,,913,,,
toc3_05,3,5,,,Introductory Material,,3.5: Title Page to Index,Several_Thousand_Crannies,Octavo Index Front Matter,,,"Several thousand / Crannies / of / F. D. P. s / Alphabetical Hive / in Folio, / Into which he Collected / I. Variety of Words, Phrases & Anglicisms, / II. Verity of Com[m]on Sayings & Proverbs, / III. Rarity of more Important Matters.","NB. In the said Folio there are also above 1700. Onomastical Remarks / with an appropriated Index or Table / every whit as large as this. // A Book which Treasures up all Learning in a Sum[m], / Some other men would call, GAZOPHYLACHIM; / But I intitle mine an Alvear, or Hive: / (At this, (as I suppose), the Reader will connive,) / Because I do prefer a Honey-Comb to Gold, / To Silver and to Plate, belov'd by Young & Old; / Esteeming Jewels less than Knowledge Arts & Wit, / Than Wisdom, valued so much in Holy Writ. &c. / Prov. 1:7. & 3:13.14. & 4:5.6.7. & 7:4. & 8.per totum. & 9:11. / & 10.31. & 14:8. & 16:16. & 18:1,2. & 19:8. & 23:23. / & 24:3./. & 28:2. & 29:3. &c. / Neither are Quakers against true Learning, Knowledge / Arts & Sciences, vid. Rob. Barcl. Apol. prop. 10. §.18./. / Is. Pennington part 2 pag. 259. Wm Penn's Address / to Protestants of all Perswasuins pag. 147.",Title Page to Octavo Index,,,,,914,,,
toc3_06,3,6,,,Introductory Material,,,,Octavo Index Front Matter,,,,"For as much as our Memory is not capable to retain / all remarkable words, Phrases, Sentences or / Matters of moment, which we do hear and read, / It beseems every good Scholar to have a Common- / Place-Book, and therein to treasure up what- / ever deserves his Notice. &c. And to the end / that he may readily know, both whither to dispose / & insert each particular, as also where upon / occasion to find the same again, &c.  He ought to / make himself an Alphabetical Index / like this of mine for my English Bee-Stock / which being the largest and best Manuscript, / I in my riper years did gather out of the most / excellent Authors thereunto prefixed, would / desire my two Sons, not to part with it for any gold / or red Dust of this World; But rather Con- / tinue it by the help of this following Table. / Because, The pride of Wisdom is above Rubies, / & cannot be valued with the precious Onyx or / Sapphire; And to get understanding is / rather to be chosen, than Silver. &c. / Prov. 16:16. Job 28:16, 18. and what / wisdom & undestanding is, vid. x. 28. // In the following Table the letter a. stands for the alphabetical / part of the Hive from p.134. to p.217. and the numbers 1. 2. 3. / to above 1800. [2000.] from thence do orderly succeed. // One or more Figures inclosed in a Crotchet, ex. gr. [.1.] after the / word Overmeasure, refers you to the additions annexed to the Alphabetical Table. // What in the subsequent Table is alledged by p. /: signifying Page / hath relation chiefly to that part of my Hive, Intit'led / Emblematical Recreations, from p. 25. to p. 54. / as also to the several Inscriptions, from p.2. &c.",Verse & Key to the Index,,,,,915,,,
toc3_07,3,7,,,Indices,Alvearium,3.7: Entries: abatement - drunkenness,Entries_abatement_drunkeness,Octavo Index,,,,,,,,abatem[en]t,ambush,916,,,
toc3_08,3,8,,,Indices,Alvearium,,,Octavo Index,,,,,,,,amen,at last,917,,,
toc3_09,3,9,,,Indices,Alvearium,,,Octavo Index,,,,,,,,atheism,begging - the question,918,,,
toc3_10,3,10,,,Indices,Alvearium,,,Octavo Index,,,,,,,,beginning,brain,919,,,
toc3_11,3,11,,,Indices,Alvearium,,,Octavo Index,,,,,,,,bran,careless,920,,,
toc3_12,3,12,,,Indices,Alvearium,,,Octavo Index,,,,,,,,caribeans,Christ - 's descension,921,,,
toc3_13,3,13,,,Indices,Alvearium,,,Octavo Index,,,,,,,,false Christs,comparison - of hands,922,,,
toc3_14,3,14,,,Indices,Alvearium,,,Octavo Index,,,,,,,,compass,correspondence,923,,,
toc3_15,3,15,,,Indices,Alvearium,,,Octavo Index,,,,,,,,corrupted,to debase,924,,,
toc3_16,3,16,,,Indices,Alvearium,,,Octavo Index,,,,,,,,Debora,discord,925,,,
toc3_17,3,17,,,Indices,Alvearium,,,Octavo Index,,,,,,,,discovery,drunkeness,926,,,
toc3_18,3,18,,,Indices,Alvearium,3.8: Entries: duck - irony,Entries_duck_irony,Octavo Index,,,,,,,,duck,to entreat,927,,,
toc3_19,3,19,,,Indices,Alvearium,,,Octavo Index,,,,,,,,envy,Ezekiel,928,,,
toc3_20,3,20,,,Indices,Alvearium,,,Octavo Index,,,,,,,"Actual last entry in alphabetical order is ""to flourish""; FDP indicates switch in order",Fables,flock,929,,,"Actual last entry in alphabetical order is ""to flourish""; FDP indicates switch in order"
toc3_21,3,21,,,Indices,Alvearium,,,Octavo Index,,,,,,,,flood,generally,930,,,
toc3_22,3,22,,,Indices,Alvearium,,,Octavo Index,,,,,,,,generation,grave,931,,,
toc3_23,3,23,,,Indices,Alvearium,,,Octavo Index,,,,,,,,gravel,heretofore,932,,,
toc3_24,3,24,,,Indices,Alvearium,,,Octavo Index,,,,,,,,heresy,Jacob,933,,,
toc3_25,3,25,,,Indices,Alvearium,,,Octavo Index,,,,,,,,Jamaica,indictment,934,,,
toc3_26,3,26,,,Indices,Alvearium,,,Octavo Index,,,,,,,,indifferency,irony,935,,,
toc3_27,3,27,,,Indices,Alvearium,3.27: Entries: irreasonable - presbyterians,Entries_irreasonable_presbyterians,Octavo Index,,,,,,,,irreasonable,Law books,936,,,
toc3_28,3,28,,,Indices,Alvearium,,,Octavo Index,,,,,,,,lawsuit,London,937,,,
toc3_29,3,29,,,Indices,Alvearium,,,Octavo Index,,,,,,,"Actual last entry in alphabetical order is ""mariners""; FDP indicates switch in order",long,map,938,,,"Actual last entry in alphabetical order is ""mariners""; FDP indicates switch in order"
toc3_30,3,30,,,Indices,Alvearium,,,Octavo Index,,,,,,,,mark,miracle,939,,,
toc3_31,3,31,,,Indices,Alvearium,,,Octavo Index,,,,,,,,misapply,nameless,940,,,
