volume,image_number,head,entry,topic,page,add,xref,see,index,item,unparsed,line,selection,full_image,annotation_uri
Volume 3,8,At last,928 [Last]|928 [Finally],,,,,,,#item-bb862ddd4,,Head: At last|Entry: 928 [Last]|Entry: 928 [Finally]|#item-bb862ddd4,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0951/1813,3512,466,114/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0951/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1491249223375
Volume 1,439,,Cabal,Cabal,,,,,Cabal,#item-a90615ae8,,Entry: Cabal|Topic: Cabal|Index: Cabal|#item-a90615ae8,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0438/347,898,3072,426/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0438/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1496678824481
Volume 1,439,,Canary bird,Canary bird,,,,,canary bird,#item-867b26baf,,Entry: Canary bird|Topic: Canary bird|Index: canary bird|#item-867b26baf,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0438/382,2305,3108,226/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0438/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1496763593637
Volume 1,439,,Capital offence,Capital offence,,,Crime|638 [Capital Offences],,capital offence,#item-a11cafdec,,Entry: Capital offence|Topic: Capital offence|Xref: Crime|Xref: 638 [Capital Offences]|Index: capital offence|#item-a11cafdec,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0438/378,2569,3024,601/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0438/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1496763756415
Volume 1,439,,Captain,Captain,,,Leader,,captain,#item-1c5099e20,,Entry: Captain|Topic: Captain|Xref: Leader|Index: captain|#item-1c5099e20,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0438/358,3102,3045,632/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0438/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1496763885884
Volume 1,439,,Calumny,Calumny,,,Slander|653 [Slander]|680 [Scheltwort],,calumny,#item-d4633b6e6,,Entry: Calumny|Topic: Calumny|Xref: Slander|Xref: 653 [Slander]|Xref: 680 [Scheltwort]|Index: calumny|#item-d4633b6e6,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0438/296,1689,3225,706/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0438/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1499369722508
Volume 1,439,,Cardinal,Cardinal,,,Hat,,cardinal,#item-a5082a0f6,,Entry: Cardinal|Topic: Cardinal|Xref: Hat|Index: cardinal|#item-a5082a0f6,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0438/320,3658,3159,507/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0438/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1499369839542
Volume 1,439,,Cards,Cards,,,Play,,cards,#item-ab0e05e0e,,Entry: Cards|Topic: Cards|Xref: Play|Index: cards|#item-ab0e05e0e,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0438/300,4065,3178,347/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0438/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1499369863810
Volume 1,439,,Care,Care,,,654 [Care],,care,#item-51c02b046,,Entry: Care|Topic: Care|Xref: 654 [Care]|Index: care|#item-51c02b046,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0438/273,4365,3151,734/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0438/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1499369893401
Volume 1,440,,Carriage,Carriage,,,1162 [Carriage],,carriage,#item-6ac61a69c,,Entry: Carriage|Topic: Carriage|Xref: 1162 [Carriage]|Index: carriage|#item-6ac61a69c,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0439/800,214,3143,367/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0439/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1499369938026
Volume 1,440,,Casualty,Casualty,,,adventure|1432 [Casualty],,casualty,#item-c36313c0b,,Entry: Casualty|Topic: Casualty|Xref: adventure|Xref: 1432 [Casualty]|Index: casualty|#item-c36313c0b,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0439/761,456,3127,499/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0439/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1499369969016
Volume 1,440,,Catechism,Catechism,,,Information,,catechism,#item-317d9da14,,Entry: Catechism|Topic: Catechism|Xref: Information|Index: catechism|#item-317d9da14,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0439/839,1046,3018,593/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0439/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1499370045595
Volume 1,440,,Catholick,Catholick,,,1814 [Catholick],,catholick,#item-b54ce8843,,Entry: Catholick|Topic: Catholick|Xref: 1814 [Catholick]|Index: catholick|#item-b54ce8843,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0439/820,1487,3006,570/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0439/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1499370110107
Volume 1,440,,Catmint,Catmint,,,,,catmint,#item-be789f076,,Entry: Catmint|Topic: Catmint|Index: catmint|#item-be789f076,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0439/804,1995,2991,249/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0439/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1499370130942
Volume 1,440,,Cattel,Cattel,,,Beast,,cattle,#item-95d014f13,,Entry: Cattel|Topic: Cattel|Xref: Beast|Index: cattle|#item-95d014f13,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0439/828,2177,2974,600/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0439/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1499370195947
Volume 1,440,,Cause of Sin,Cause of Sin,,,,,cause of Sin,#item-bc4d70036,,Entry: Cause of Sin|Topic: Cause of Sin|Index: cause of Sin|#item-bc4d70036,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0439/824,3330,2960,429/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0439/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1499370264755
Volume 1,440,,Caution,Caution,,,Considerateness|Providence|Admonishing|1511 [Warning],,caution,#item-d220c7710,,Entry: Caution|Topic: Caution|Xref: Considerateness|Xref: Providence|Xref: Admonishing|Xref: 1511 [Warning]|Index: caution|#item-d220c7710,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0439/861,3712,2949,487/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0439/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1499370623652
Volume 1,440,,Celibate,Celibate,,,Virginity|1304 [Celibate],,celibate,#item-9ad056c61,,Entry: Celibate|Topic: Celibate|Xref: Virginity|Xref: 1304 [Celibate]|Index: celibate|#item-9ad056c61,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0439/835,4081,2989,956/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0439/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1499371350467
Volume 1,441,,Ceremony,Ceremony,,,[WORD_ILLEGIBLE]|1125 [Ceremonies],,ceremony,#item-56a80e6d3,,Entry: Ceremony|Topic: Ceremony|Xref: [WORD_ILLEGIBLE]|Xref: 1125 [Ceremonies]|Index: ceremony|#item-56a80e6d3,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0440/312,218,3280,452/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0440/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1499372055674
Volume 1,441,,Certainty,Certainty,,,908 [Certainty],,certainty,#item-2f6fb588a,,Entry: Certainty|Topic: Certainty|Xref: 908 [Certainty]|Index: certainty|#item-2f6fb588a,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0440/351,587,3014,460/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0440/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1499437460953
Volume 1,441,,Chastity,Chastity,,,Purity|794 [PAGE_MISSING],,chastity,#item-c08ad89c9,,Entry: Chastity|Topic: Chastity|Xref: Purity|Xref: 794 [PAGE_MISSING]|Index: chastity|#item-c08ad89c9,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0440/316,1405,3221,484/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0440/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1499437941056
Volume 1,441,,Cheese,Cheese,,,1649 [Cheese],,cheese,#item-275c57541,,Entry: Cheese|Topic: Cheese|Xref: 1649 [Cheese]|Index: cheese|#item-275c57541,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0440/308,1807,3213,402/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0440/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1499438058455
Volume 1,441,,Cherry,Cherry,,,,,cherry,#item-870e4e3c6,,Entry: Cherry|Topic: Cherry|Index: cherry|#item-870e4e3c6,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0440/367,2068,3069,148/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0440/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1499438086406
Volume 1,441,,Childhood,Childhood,,,Youth|1865 [PAGE_MISSING],,childhood,#item-f2856bbe4,,Entry: Childhood|Topic: Childhood|Xref: Youth|Xref: 1865 [PAGE_MISSING]|Index: childhood|#item-f2856bbe4,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0440/312,2780,3143,558/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0440/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1499456480934
Volume 1,441,,Chimney,Chimney,,,,,chimney,#item-557a96571,,Entry: Chimney|Topic: Chimney|Index: chimney|#item-557a96571,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0440/382,3750,3010,246/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0440/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1499456723346
Volume 1,441,,Christ,Christ,,,Jesus|266 [Christ],,Christ,#item-594547e43,,Entry: Christ|Topic: Christ|Xref: Jesus|Xref: 266 [Christ]|Index: Christ|#item-594547e43,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0440/355,4377,3104,722/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0440/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1499456778778
Volume 1,442,,Christendom,Christendom,,,2037 [Nominal Christians],,christendom,#item-0b0ff0fcd,,Entry: Christendom|Topic: Christendom|Xref: 2037 [Nominal Christians]|Index: christendom|#item-0b0ff0fcd,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0441/804,212,3096,640/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0441/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1499699786298
Volume 1,442,,Christianity,Christianity,,,Spiritual|216 [Christians],,christianity,#item-74b129e9c,,Entry: Christianity|Topic: Christianity|Xref: Spiritual|Xref: 216 [Christians]|Index: christianity|#item-74b129e9c,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0441/757,673,3116,784/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0441/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1499699805245
Volume 1,442,,Church,Church,,,Com[m]union|211 [Church],,church,#item-053566c3d,,Entry: Church|Topic: Church|Xref: Com[m]union|Xref: 211 [Church]|Index: church|#item-053566c3d,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0441/823,1282,3030,847/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0441/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1499699832221
Volume 1,442,,Circumcision,Circumcision,,,1599 [Circumsion],,circumcision,#item-e3e7fb1e1,,Entry: Circumcision|Topic: Circumcision|Xref: 1599 [Circumsion]|Index: circumcision|#item-e3e7fb1e1,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0441/800,1970,3026,425/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0441/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1499699866605
Volume 1,442,,Civility,Civility,,,humanity|modesty|gentleness|Incivility|2011 [Civility],,civility,#item-4fe320377,,Entry: Civility|Topic: Civility|Xref: humanity|Xref: modesty|Xref: gentleness|Xref: Incivility|Xref: 2011 [Civility]|Index: civility|#item-4fe320377,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0441/843,2219,2999,609/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0441/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1499699914382
Volume 1,442,,Comedy,Comedy,,,909 [Comedies],,comedy,#item-778e80adc,,Entry: Comedy|Topic: Comedy|Xref: 909 [Comedies]|Index: comedy|#item-778e80adc,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0441/823,3483,3030,452/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0441/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1499700101973
Volume 1,442,,Comet,Comet,,,1690 [Comet],,comet,#item-dbe0e399d,,Entry: Comet|Topic: Comet|Xref: 1690 [Comet]|Index: comet|#item-dbe0e399d,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0441/878,3811,2979,343/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0441/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1499700116810
Volume 1,442,,Comfort,Comfort,,,182 [Comfort],,comfort,#item-8e30c0ab5,,Entry: Comfort|Topic: Comfort|Xref: 182 [Comfort]|Index: comfort|#item-8e30c0ab5,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0441/859,4061,2971,441/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0441/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1499700182554
Volume 1,443,,Com[m]andments,Com[m]andments,,,Forbidden things|Prohibition|1041 [Com[m]andents],,com[m]andmts,#item-342367654,,Entry: Com[m]andments|Topic: Com[m]andments|Xref: Forbidden things|Xref: Prohibition|Xref: 1041 [Com[m]andents]|Index: com[m]andmts|#item-342367654,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0442/339,648,3120,495/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0442/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1499700308372
Volume 1,443,,Common goods,Common goods,,,1172 [Community of Goods],,common goods,#item-8f4d83e15,,Entry: Common goods|Topic: Common goods|Xref: 1172 [Community of Goods]|Index: common goods|#item-8f4d83e15,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0442/378,1073,3053,425/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0442/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1499700352034
Volume 1,443,,Compassion,Compassion,,,Mercy|Quarter|misery|Sympathy|Comfort|1436 [Commiseration],,compassion,#item-69f0cc6f4,,Entry: Compassion|Topic: Compassion|Xref: Mercy|Xref: Quarter|Xref: misery|Xref: Sympathy|Xref: Comfort|Xref: 1436 [Commiseration]|Index: compassion|#item-69f0cc6f4,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0442/335,2231,3106,598/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0442/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1499700516864
Volume 1,443,,Complements,Complements,,,380 [Course Complements],,complements,#item-00b647cc9,,Entry: Complements|Topic: Complements|Xref: 380 [Course Complements]|Index: complements|#item-00b647cc9,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0442/361,2753,3132,598/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0442/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1499700616493
Volume 1,443,,Condemnation,Condemnation,,,Judgment|Hell|1817 [Damnation],,condemnation,#item-32151da3d,,Entry: Condemnation|Topic: Condemnation|Xref: Judgment|Xref: Hell|Xref: 1817 [Damnation]|Index: condemnation|#item-32151da3d,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0442/361,3645,3145,399/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0442/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1499700691674
Volume 1,443,,Condition,Condition|Conditionally,,,,,condition,#item-55a589dec,,Entry: Condition|Topic: Condition|Topic: Conditionally|Index: condition|#item-55a589dec,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0442/309,3962,3145,564/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0442/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1499700729625
Volume 1,443,,Confession,Confession,,,Deprecation|1046 [Confess]|1981 [Confession],,confession,#item-3edc47b2d,,Entry: Confession|Topic: Confession|Xref: Deprecation|Xref: 1046 [Confess]|Xref: 1981 [Confession]|Index: confession|#item-3edc47b2d,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0442/370,4448,3124,633/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0442/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1499700751150
Volume 1,444,,Auricular Confession,Auricular Confession,,,940 [Auricular Confession],,confession auricular,#item-b300239ec,,Entry: Auricular Confession|Topic: Auricular Confession|Xref: 940 [Auricular Confession]|Index: confession auricular|#item-b300239ec,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0443/796,199,3069,507/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0443/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1499707467630
Volume 1,444,,Conscience,Conscience,,,140 [Conscience],,conscience,#item-2d10e0793,,Entry: Conscience|Topic: Conscience|Xref: 140 [Conscience]|Index: conscience|#item-2d10e0793,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0443/757,550,3120,882/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0443/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1499707493880
Volume 1,444,,Constancy,Constancy,,,Unstableness|1112 [Constancy of mind],,constancy,#item-34711b714,,Entry: Constancy|Topic: Constancy|Xref: Unstableness|Xref: 1112 [Constancy of mind]|Index: constancy|#item-34711b714,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0443/831,2223,2999,616/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0443/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1499708447294
Volume 1,444,,Continency,Continency,,,Incontinence,,continency,#item-7842cd78e,,Entry: Continency|Topic: Continency|Xref: Incontinence|Index: continency|#item-7842cd78e,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0443/804,3944,3045,499/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0443/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1499784892066
Volume 1,444,,Contradiction,Contradiction,,,201 [Taverns]|901 [Contradiction],,contradiction,#item-ecfae9f9c,,Entry: Contradiction|Topic: Contradiction|Xref: 201 [Taverns]|Xref: 901 [Contradiction]|Index: contradiction|#item-ecfae9f9c,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0443/780,4393,3061,667/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0443/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1499784916861
Volume 1,445,,Council,Council,,,1016 [Councils],,councils,#item-41508590c,,Entry: Council|Topic: Council|Xref: 1016 [Councils]|Index: councils|#item-41508590c,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0444/331,1866,3061,359/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0444/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1499785033165
Volume 1,445,,Counsel,Counsel,,,1215 [Counsel],,counsel,#item-8f11e5fdd,,Entry: Counsel|Topic: Counsel|Xref: 1215 [Counsel]|Index: counsel|#item-8f11e5fdd,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0444/308,2147,3104,488/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0444/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1499785046327
Volume 1,445,,Counterfeit money,Counterfeit money,,,,,counterfeit money,#item-49edbb468,,Entry: Counterfeit money|Topic: Counterfeit money|Index: counterfeit money|#item-49edbb468,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0444/339,2569,3135,324/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0444/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1499785065812
